Total Nacional;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia;Periodo;Total
Total Nacional;;Pernoctaciones;Residentes en España;2018M05;473.314
Total Nacional;;Pernoctaciones;Residentes en España;2018M04;590.474
Total Nacional;;Pernoctaciones;Residentes en España;2018M03;671.497
Total Nacional;;Pernoctaciones;Residentes en España;2018M02;322.464
Total Nacional;;Pernoctaciones;Residentes en España;2018M01;245.173
Total Nacional;;Pernoctaciones;Residentes en España;2017M12;783.207
Total Nacional;;Pernoctaciones;Residentes en España;2017M11;395.854
Total Nacional;;Pernoctaciones;Residentes en España;2017M10;598.195
Total Nacional;;Pernoctaciones;Residentes en España;2017M09;659.315
Total Nacional;;Pernoctaciones;Residentes en España;2017M08;1.689.173
Total Nacional;;Pernoctaciones;Residentes en España;2017M07;1.060.164
Total Nacional;;Pernoctaciones;Residentes en España;2017M06;593.649
Total Nacional;;Pernoctaciones;Residentes en España;2017M05;453.997
Total Nacional;;Pernoctaciones;Residentes en España;2017M04;861.071
Total Nacional;;Pernoctaciones;Residentes en España;2017M03;400.765
Total Nacional;;Pernoctaciones;Residentes en España;2017M02;328.512
Total Nacional;;Pernoctaciones;Residentes en España;2017M01;251.917
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2024M10;367.596
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2024M09;469.137
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2024M08;657.286
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2024M07;595.300
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2024M06;413.275
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2024M05;416.168
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2024M04;317.834
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2024M03;197.700
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2024M02;113.422
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2024M01;93.324
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2023M12;102.118
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2023M11;117.830
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2023M10;319.589
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2023M09;434.270
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2023M08;626.724
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2023M07;562.118
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2023M06;364.962
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2023M05;345.669
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2023M04;288.198
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2023M03;158.789
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2023M02;120.089
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2023M01;92.537
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2022M12;92.204
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2022M11;100.934
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2022M10;268.525
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2022M09;364.625
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2022M08;565.594
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2022M07;501.868
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2022M06;336.330
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2022M05;283.946
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2022M04;239.256
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2022M03;123.866
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2022M02;89.084
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2022M01;67.848
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2021M12;84.253
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2021M11;106.467
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2021M10;243.414
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2021M09;295.639
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2021M08;370.775
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2021M07;306.646
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2021M06;159.153
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2021M05;110.886
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2021M04;47.249
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2021M03;31.852
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2021M02;23.657
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2021M01;19.367
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2020M12;24.438
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2020M11;.
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2020M10;38.855
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2020M09;54.304
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2020M08;178.943
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2020M07;160.156
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2020M06;9.121
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2020M05;.
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2020M04;.
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2020M03;47.897
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2020M02;101.944
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2020M01;76.650
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2019M12;100.959
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2019M11;100.670
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2019M10;263.305
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2019M09;394.341
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2019M08;617.924
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2019M07;532.136
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2019M06;357.466
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2019M05;297.107
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2019M04;249.530
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2019M03;132.817
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2019M02;88.374
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2019M01;70.344
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2018M12;87.034
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2018M11;93.170
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2018M10;278.955
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2018M09;377.760
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2018M08;622.092
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2018M07;536.291
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2018M06;338.370
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2018M05;321.610
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2018M04;224.904
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2018M03;152.348
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2018M02;97.121
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2018M01;76.782
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2017M12;83.176
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2017M11;96.934
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2017M10;273.454
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2017M09;368.145
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2017M08;561.000
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2017M07;487.493
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2017M06;306.784
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2017M05;269.112
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2017M04;232.338
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2017M03;116.179
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2017M02;91.185
Total Nacional;;Pernoctaciones;Residentes en el Extranjero;2017M01;72.150
Total Nacional;01 Andalucía;Viajero;Total;2024M10;35.409
Total Nacional;01 Andalucía;Viajero;Total;2024M09;40.599
Total Nacional;01 Andalucía;Viajero;Total;2024M08;58.740
Total Nacional;01 Andalucía;Viajero;Total;2024M07;43.832
Total Nacional;01 Andalucía;Viajero;Total;2024M06;34.416
Total Nacional;01 Andalucía;Viajero;Total;2024M05;34.073
Total Nacional;01 Andalucía;Viajero;Total;2024M04;32.347
Total Nacional;01 Andalucía;Viajero;Total;2024M03;30.962
Total Nacional;01 Andalucía;Viajero;Total;2024M02;21.320
Total Nacional;01 Andalucía;Viajero;Total;2024M01;15.131
Total Nacional;01 Andalucía;Viajero;Total;2023M12;36.213
Total Nacional;01 Andalucía;Viajero;Total;2023M11;28.266
Total Nacional;01 Andalucía;Viajero;Total;2023M10;35.089
Total Nacional;01 Andalucía;Viajero;Total;2023M09;40.884
Total Nacional;01 Andalucía;Viajero;Total;2023M08;58.424
Total Nacional;01 Andalucía;Viajero;Total;2023M07;53.171
Total Nacional;01 Andalucía;Viajero;Total;2023M06;40.495
Total Nacional;01 Andalucía;Viajero;Total;2023M05;36.318
Total Nacional;01 Andalucía;Viajero;Total;2023M04;41.386
Total Nacional;01 Andalucía;Viajero;Total;2023M03;29.395
Total Nacional;01 Andalucía;Viajero;Total;2023M02;24.576
Total Nacional;01 Andalucía;Viajero;Total;2023M01;19.771
Total Nacional;01 Andalucía;Viajero;Total;2022M12;30.528
Total Nacional;01 Andalucía;Viajero;Total;2022M11;24.285
Total Nacional;01 Andalucía;Viajero;Total;2022M10;34.801
Total Nacional;01 Andalucía;Viajero;Total;2022M09;38.216
Total Nacional;01 Andalucía;Viajero;Total;2022M08;57.281
Total Nacional;01 Andalucía;Viajero;Total;2022M07;52.010
Total Nacional;01 Andalucía;Viajero;Total;2022M06;34.402
Total Nacional;01 Andalucía;Viajero;Total;2022M05;30.951
Total Nacional;01 Andalucía;Viajero;Total;2022M04;37.771
Total Nacional;01 Andalucía;Viajero;Total;2022M03;21.331
Total Nacional;01 Andalucía;Viajero;Total;2022M02;23.814
Total Nacional;01 Andalucía;Viajero;Total;2022M01;14.510
Total Nacional;01 Andalucía;Viajero;Total;2021M12;29.410
Total Nacional;01 Andalucía;Viajero;Total;2021M11;24.505
Total Nacional;01 Andalucía;Viajero;Total;2021M10;36.498
Total Nacional;01 Andalucía;Viajero;Total;2021M09;34.456
Total Nacional;01 Andalucía;Viajero;Total;2021M08;56.538
Total Nacional;01 Andalucía;Viajero;Total;2021M07;46.103
Total Nacional;01 Andalucía;Viajero;Total;2021M06;26.814
Total Nacional;01 Andalucía;Viajero;Total;2021M05;15.915
Total Nacional;01 Andalucía;Viajero;Total;2021M04;10.013
Total Nacional;01 Andalucía;Viajero;Total;2021M03;7.807
Total Nacional;01 Andalucía;Viajero;Total;2021M02;2.381
Total Nacional;01 Andalucía;Viajero;Total;2021M01;2.971
Total Nacional;01 Andalucía;Viajero;Total;2020M12;6.134
Total Nacional;01 Andalucía;Viajero;Total;2020M11;1.663
Total Nacional;01 Andalucía;Viajero;Total;2020M10;14.781
Total Nacional;01 Andalucía;Viajero;Total;2020M09;22.431
Total Nacional;01 Andalucía;Viajero;Total;2020M08;50.098
Total Nacional;01 Andalucía;Viajero;Total;2020M07;42.050
Total Nacional;01 Andalucía;Viajero;Total;2020M06;17.418
Total Nacional;01 Andalucía;Viajero;Total;2020M05;1.360
Total Nacional;01 Andalucía;Viajero;Total;2020M04;.
Total Nacional;01 Andalucía;Viajero;Total;2020M03;4.505
Total Nacional;01 Andalucía;Viajero;Total;2020M02;21.037
Total Nacional;01 Andalucía;Viajero;Total;2020M01;14.610
Total Nacional;01 Andalucía;Viajero;Total;2019M12;34.376
Total Nacional;01 Andalucía;Viajero;Total;2019M11;28.804
Total Nacional;01 Andalucía;Viajero;Total;2019M10;35.329
Total Nacional;01 Andalucía;Viajero;Total;2019M09;35.368
Total Nacional;01 Andalucía;Viajero;Total;2019M08;58.627
Total Nacional;01 Andalucía;Viajero;Total;2019M07;48.964
Total Nacional;01 Andalucía;Viajero;Total;2019M06;36.337
Total Nacional;01 Andalucía;Viajero;Total;2019M05;29.646
Total Nacional;01 Andalucía;Viajero;Total;2019M04;33.437
Total Nacional;01 Andalucía;Viajero;Total;2019M03;20.037
Total Nacional;01 Andalucía;Viajero;Total;2019M02;19.392
Total Nacional;01 Andalucía;Viajero;Total;2019M01;12.736
Total Nacional;01 Andalucía;Viajero;Total;2018M12;31.234
Total Nacional;01 Andalucía;Viajero;Total;2018M11;25.416
Total Nacional;01 Andalucía;Viajero;Total;2018M10;36.053
Total Nacional;01 Andalucía;Viajero;Total;2018M09;35.704
Total Nacional;01 Andalucía;Viajero;Total;2018M08;53.132
Total Nacional;01 Andalucía;Viajero;Total;2018M07;41.577
Total Nacional;01 Andalucía;Viajero;Total;2018M06;33.729
Total Nacional;01 Andalucía;Viajero;Total;2018M05;31.529
Total Nacional;01 Andalucía;Viajero;Total;2018M04;27.006
Total Nacional;01 Andalucía;Viajero;Total;2018M03;26.000
Total Nacional;01 Andalucía;Viajero;Total;2018M02;16.000
Total Nacional;01 Andalucía;Viajero;Total;2018M01;12.042
Total Nacional;01 Andalucía;Viajero;Total;2017M12;31.431
Total Nacional;01 Andalucía;Viajero;Total;2017M11;22.315
Total Nacional;01 Andalucía;Viajero;Total;2017M10;32.169
Total Nacional;01 Andalucía;Viajero;Total;2017M09;36.373
Total Nacional;01 Andalucía;Viajero;Total;2017M08;46.472
Total Nacional;01 Andalucía;Viajero;Total;2017M07;36.999
Total Nacional;01 Andalucía;Viajero;Total;2017M06;30.865
Total Nacional;01 Andalucía;Viajero;Total;2017M05;26.067
Total Nacional;01 Andalucía;Viajero;Total;2017M04;31.733
Total Nacional;01 Andalucía;Viajero;Total;2017M03;17.394
Total Nacional;01 Andalucía;Viajero;Total;2017M02;16.726
Total Nacional;01 Andalucía;Viajero;Total;2017M01;10.857
Total Nacional;01 Andalucía;Viajero;Residentes en España;2024M10;20.424
Total Nacional;01 Andalucía;Viajero;Residentes en España;2024M09;23.579
Total Nacional;01 Andalucía;Viajero;Residentes en España;2024M08;39.094
Total Nacional;01 Andalucía;Viajero;Residentes en España;2024M07;28.071
Total Nacional;01 Andalucía;Viajero;Residentes en España;2024M06;21.487
Total Nacional;01 Andalucía;Viajero;Residentes en España;2024M05;18.928
Total Nacional;01 Andalucía;Viajero;Residentes en España;2024M04;17.225
Total Nacional;01 Andalucía;Viajero;Residentes en España;2024M03;21.974
Total Nacional;01 Andalucía;Viajero;Residentes en España;2024M02;16.551
Total Nacional;01 Andalucía;Viajero;Residentes en España;2024M01;11.915
Total Nacional;01 Andalucía;Viajero;Residentes en España;2023M12;30.624
Total Nacional;01 Andalucía;Viajero;Residentes en España;2023M11;20.667
Total Nacional;01 Andalucía;Viajero;Residentes en España;2023M10;19.885
Total Nacional;01 Andalucía;Viajero;Residentes en España;2023M09;24.494
Total Nacional;01 Andalucía;Viajero;Residentes en España;2023M08;38.141
Total Nacional;01 Andalucía;Viajero;Residentes en España;2023M07;34.123
Total Nacional;01 Andalucía;Viajero;Residentes en España;2023M06;25.946
Total Nacional;01 Andalucía;Viajero;Residentes en España;2023M05;19.051
Total Nacional;01 Andalucía;Viajero;Residentes en España;2023M04;25.722
Total Nacional;01 Andalucía;Viajero;Residentes en España;2023M03;19.112
Total Nacional;01 Andalucía;Viajero;Residentes en España;2023M02;18.933
Total Nacional;01 Andalucía;Viajero;Residentes en España;2023M01;16.025
Total Nacional;01 Andalucía;Viajero;Residentes en España;2022M12;27.576
Total Nacional;01 Andalucía;Viajero;Residentes en España;2022M11;19.944
Total Nacional;01 Andalucía;Viajero;Residentes en España;2022M10;23.903
Total Nacional;01 Andalucía;Viajero;Residentes en España;2022M09;25.031
Total Nacional;01 Andalucía;Viajero;Residentes en España;2022M08;40.524
Total Nacional;01 Andalucía;Viajero;Residentes en España;2022M07;36.149
Total Nacional;01 Andalucía;Viajero;Residentes en España;2022M06;23.157
Total Nacional;01 Andalucía;Viajero;Residentes en España;2022M05;18.585
Total Nacional;01 Andalucía;Viajero;Residentes en España;2022M04;25.933
Total Nacional;01 Andalucía;Viajero;Residentes en España;2022M03;14.711
Total Nacional;01 Andalucía;Viajero;Residentes en España;2022M02;19.369
Total Nacional;01 Andalucía;Viajero;Residentes en España;2022M01;11.325
Total Nacional;01 Andalucía;Viajero;Residentes en España;2021M12;25.629
Total Nacional;01 Andalucía;Viajero;Residentes en España;2021M11;19.059
Total Nacional;01 Andalucía;Viajero;Residentes en España;2021M10;26.317
Total Nacional;01 Andalucía;Viajero;Residentes en España;2021M09;24.062
Total Nacional;01 Andalucía;Viajero;Residentes en España;2021M08;46.533
Total Nacional;01 Andalucía;Viajero;Residentes en España;2021M07;38.116
Total Nacional;01 Andalucía;Viajero;Residentes en España;2021M06;23.744
Total Nacional;01 Andalucía;Viajero;Residentes en España;2021M05;13.923
Total Nacional;01 Andalucía;Viajero;Residentes en España;2021M04;9.180
Total Nacional;01 Andalucía;Viajero;Residentes en España;2021M03;7.209
Total Nacional;01 Andalucía;Viajero;Residentes en España;2021M02;2.143
Total Nacional;01 Andalucía;Viajero;Residentes en España;2021M01;2.739
Total Nacional;01 Andalucía;Viajero;Residentes en España;2020M12;5.604
Total Nacional;01 Andalucía;Viajero;Residentes en España;2020M11;.
Total Nacional;01 Andalucía;Viajero;Residentes en España;2020M10;13.625
Total Nacional;01 Andalucía;Viajero;Residentes en España;2020M09;20.925
Total Nacional;01 Andalucía;Viajero;Residentes en España;2020M08;44.156
Total Nacional;01 Andalucía;Viajero;Residentes en España;2020M07;37.603
